case_id,project_type,state,district,land_area_acres,affected_families,affected_parcels,project_complexity,historical_performance_score,compensation_completion_pct,approval_completion_pct,documentation_completion_pct,possession_pct,rehabilitation_progress_pct,stakeholder_response_rate,legal_disputes_count,disputed_parcels_count,pending_approvals_count,incomplete_documents_count,unresolved_grievances_count,administrative_bottlenecks_score,field_verification_delay_days,planned_duration_months,elapsed_duration_months,avg_approval_time_days,avg_verification_time_days,avg_stakeholder_response_days,route_affected_parcel_count,route_land_area_acres,route_affected_households,route_complexity_score,route_legal_dispute_exposure,estimated_acquisition_cost_cr,delayed,actual_delay_months,actual_delay_days
CASE-008293,Expressway / Highway,Tamil Nadu,Madurai,324.5,450,390,2,49.5,81.8,58.9,68.0,71.2,53.3,63.6,9,12,6,100,1,44.0,35.6,48.0,39.6,36.7,34.3,15.6,390,324.5,450,1.8,3.1,1544.4,0,0.0,0
CASE-008294,Expressway / Highway,Tamil Nadu,Chennai,233.2,331,354,3,54.1,70.8,88.6,80.2,70.8,71.3,84.2,6,9,2,56,2,25.1,28.6,18.0,14.4,36.7,22.6,21.4,354,233.2,331,3.4,2.5,1922.3,0,0.0,0
CASE-008295,Freight Corridor,Kerala,Palakkad,411.3,1060,796,2,76.6,73.7,84.9,62.5,69.8,63.8,74.2,12,18,3,239,3,41.8,55.5,48.0,37.2,38.3,34.1,17.0,796,411.3,1060,1.6,2.3,3606.7,0,0.0,0
CASE-008296,Ring Road / Bypass,Andhra Pradesh,Vijayawada,157.3,250,263,1,63.3,82.5,81.5,100.0,86.9,90.2,83.9,1,2,1,0,0,44.1,0.7,30.0,20.2,24.5,15.7,7.0,263,157.3,250,1.1,0.8,1978.5,0,0.0,0
CASE-008297,Expressway / Highway,Telangana,Hyderabad,355.0,404,276,2,62.7,97.9,68.0,93.8,85.1,87.4,88.8,10,16,5,14,0,33.2,29.4,24.0,17.3,37.4,22.8,12.3,276,355.0,404,2.3,5.8,2169.9,0,0.0,0
CASE-008298,Freight Corridor,Telangana,Warangal,259.7,624,391,4,73.0,36.5,70.0,50.7,28.0,46.7,78.0,19,28,2,154,8,45.2,58.1,36.0,13.2,61.3,39.8,27.6,391,259.7,624,4.1,7.2,1616.8,0,0.0,0
CASE-008299,Expressway / Highway,Tamil Nadu,Salem,179.0,338,328,1,71.3,97.6,82.0,86.7,90.6,78.0,89.4,6,8,3,35,1,20.9,16.3,30.0,5.0,33.8,36.6,10.4,328,179.0,338,1.0,2.4,2555.0,0,0.0,0
CASE-008300,Expressway / Highway,Kerala,Thrissur,136.5,231,150,3,61.3,54.6,79.1,53.0,58.7,51.6,55.6,16,25,3,56,7,45.4,49.4,36.0,6.7,73.4,46.8,29.5,150,136.5,231,3.4,16.7,1027.6,0,0.0,0
CASE-008301,Expressway / Highway,Kerala,Thiruvananthapuram,168.4,391,270,3,42.7,49.2,82.1,67.6,48.6,47.5,69.9,8,9,3,70,5,36.3,57.6,30.0,12.7,44.1,25.0,20.5,270,168.4,391,3.1,3.3,1864.3,0,0.0,0
CASE-008302,Freight Corridor,Karnataka,Tumakuru,261.0,168,157,4,63.6,43.4,75.6,65.7,43.1,43.9,67.1,13,14,3,43,6,42.9,50.1,36.0,25.7,68.5,37.2,17.5,157,261.0,168,4.5,8.9,2103.6,1,6.4,192
CASE-008303,Expressway / Highway,Telangana,Warangal,157.0,328,330,2,52.0,30.8,97.2,83.1,50.2,50.1,79.8,13,18,1,45,5,28.3,22.0,30.0,7.4,33.0,20.5,14.6,330,157.0,328,1.7,5.5,952.7,0,0.0,0
CASE-008304,Ring Road / Bypass,Tamil Nadu,Coimbatore,260.2,449,268,2,70.9,44.7,83.3,19.1,39.2,34.8,60.2,24,31,4,173,5,78.5,67.9,24.0,15.7,70.8,38.4,24.6,268,260.2,449,1.9,11.6,1431.9,1,7.5,225
CASE-008305,Expressway / Highway,Tamil Nadu,Krishnagiri,100.0,205,205,1,44.4,60.0,87.9,57.5,47.1,43.7,65.9,12,13,2,70,6,51.3,53.5,36.0,25.4,57.4,48.6,28.2,205,100.0,205,1.0,6.3,615.5,0,0.0,0
CASE-008306,High-Speed Rail Feeder,Tamil Nadu,Salem,417.8,348,396,5,41.2,29.5,58.4,35.9,25.1,11.9,30.3,23,39,7,203,7,63.5,78.7,24.0,6.6,77.0,51.5,31.4,396,417.8,348,5.0,9.8,4798.2,1,6.9,207
CASE-008307,Ring Road / Bypass,Tamil Nadu,Chennai,261.5,595,532,3,64.5,33.6,74.6,53.6,43.0,42.3,45.3,14,16,4,197,6,50.1,61.7,24.0,14.5,53.5,39.4,23.0,532,261.5,595,3.0,3.0,3465.5,1,4.1,123
CASE-008308,Expressway / Highway,Karnataka,Dakshina Kannada,306.4,777,456,2,79.1,46.6,34.3,71.0,54.5,44.6,71.6,13,14,8,106,3,58.4,52.2,30.0,10.1,54.6,38.5,23.9,456,306.4,777,1.8,3.1,4195.7,1,4.8,144
CASE-008309,Expressway / Highway,Karnataka,Dakshina Kannada,283.3,351,253,4,32.2,30.6,94.8,36.2,33.8,33.3,55.5,22,27,1,129,9,68.9,89.9,30.0,20.1,79.6,50.4,29.7,253,283.3,351,3.7,10.7,1344.2,1,6.2,186
CASE-008310,Port Connectivity,Maharashtra,Thane,233.4,393,259,1,70.5,54.7,56.9,66.2,47.0,64.2,76.5,16,20,6,70,2,32.5,59.1,36.0,11.9,48.6,22.7,25.0,259,233.4,393,1.0,7.7,2239.8,1,1.6,48
CASE-008311,Expressway / Highway,Maharashtra,Thane,274.5,539,529,3,65.3,4.0,69.5,9.5,8.7,0.0,35.0,23,35,4,300,10,72.5,97.6,30.0,10.8,88.3,51.2,42.6,529,274.5,539,3.4,6.6,2625.5,1,8.9,267
CASE-008312,High-Speed Rail Feeder,Karnataka,Tumakuru,283.7,780,603,3,74.3,51.7,70.6,46.3,38.9,24.1,54.5,21,33,8,259,4,78.7,80.7,36.0,16.3,70.9,26.2,21.2,603,283.7,780,3.0,5.5,1776.2,1,5.0,150
CASE-008313,Freight Corridor,Tamil Nadu,Chennai,210.4,670,421,3,69.3,54.1,29.0,57.8,46.6,36.2,72.5,18,24,9,142,9,54.0,66.5,24.0,4.5,48.1,42.6,16.9,421,210.4,670,2.6,5.7,2226.5,1,3.4,102
CASE-008314,Ring Road / Bypass,Telangana,Sangareddy,284.5,663,567,3,53.7,17.9,32.5,20.5,13.3,8.3,56.6,24,36,9,300,11,80.4,81.1,30.0,10.4,85.1,42.3,37.4,567,284.5,663,3.2,6.3,2777.3,1,7.8,234
CASE-008315,High-Speed Rail Feeder,Karnataka,Belagavi,302.5,279,184,2,50.9,21.3,85.5,14.0,13.9,15.0,32.7,21,29,4,127,6,95.8,95.7,48.0,26.7,80.8,63.8,32.5,184,302.5,279,2.2,15.8,4088.1,1,8.6,258
CASE-008316,Ring Road / Bypass,Karnataka,Mysuru,394.9,719,520,4,46.6,53.0,82.6,57.0,50.8,53.5,77.9,15,17,3,179,2,64.7,65.8,18.0,5.8,59.0,35.3,15.1,520,394.9,719,3.5,3.3,2087.2,0,0.0,0
CASE-008317,High-Speed Rail Feeder,Andhra Pradesh,Vijayawada,208.2,459,404,3,36.9,99.6,77.5,61.4,90.1,96.1,86.9,7,9,2,125,5,28.6,68.3,24.0,10.4,17.7,21.8,21.2,404,208.2,459,3.1,2.2,2188.2,0,0.0,0
CASE-008318,Elevated Expressway,Kerala,Thrissur,179.6,143,118,2,50.7,68.1,73.2,73.1,66.1,73.9,66.7,11,20,3,25,1,41.6,36.6,24.0,9.8,60.4,21.9,23.3,118,179.6,143,2.4,16.9,841.6,0,0.0,0
CASE-008319,High-Speed Rail Feeder,Andhra Pradesh,Chittoor,180.3,473,308,4,80.3,99.5,100.0,94.6,95.4,83.6,89.6,8,11,0,13,0,5.0,27.5,24.0,7.2,25.7,9.0,15.9,308,180.3,473,4.3,3.6,1741.9,0,0.0,0
CASE-008320,Port Connectivity,Maharashtra,Pune,403.7,877,566,5,83.6,0.0,57.2,11.9,1.5,2.1,37.6,24,38,5,300,4,98.0,88.9,24.0,13.7,83.8,52.6,42.9,566,403.7,877,5.0,6.7,5225.9,1,9.0,270
CASE-008321,Expressway / Highway,Tamil Nadu,Madurai,185.0,584,345,3,50.3,65.7,27.1,52.3,63.1,59.4,75.8,9,13,10,132,4,48.7,50.8,24.0,8.9,57.7,33.8,26.3,345,185.0,584,2.6,3.8,1739.8,0,0.0,0
CASE-008322,Freight Corridor,Telangana,Medchal,323.2,441,329,3,58.3,59.4,73.8,46.7,46.5,47.0,68.7,13,22,5,140,3,60.4,57.0,24.0,12.0,59.4,30.6,26.5,329,323.2,441,2.7,6.7,3107.8,0,0.0,0
CASE-008323,Freight Corridor,Tamil Nadu,Coimbatore,260.0,651,523,3,77.1,49.0,83.1,48.9,46.4,51.3,72.6,16,19,3,214,7,63.4,70.5,24.0,13.3,48.9,41.4,20.3,523,260.0,651,2.7,3.6,1864.6,1,2.4,72
CASE-008324,High-Speed Rail Feeder,Maharashtra,Thane,317.0,539,341,4,50.9,62.7,54.2,60.2,50.9,44.1,71.9,14,15,7,109,7,59.6,60.4,24.0,5.0,64.8,41.9,24.9,341,317.0,539,4.4,4.4,2443.7,0,0.0,0
CASE-008325,Freight Corridor,Tamil Nadu,Coimbatore,187.7,472,398,2,90.5,51.6,92.4,72.6,58.1,68.4,57.7,8,9,1,87,3,52.6,48.6,48.0,32.2,56.3,41.4,31.8,398,187.7,472,1.8,2.3,1950.2,0,0.0,0
CASE-008326,Expressway / Highway,Kerala,Thiruvananthapuram,372.4,843,605,3,77.0,69.2,84.6,85.7,76.3,73.0,68.9,2,3,4,69,2,18.1,23.7,30.0,19.9,46.6,14.2,21.2,605,372.4,843,2.9,0.5,2186.8,0,0.0,0
CASE-008327,Port Connectivity,Tamil Nadu,Coimbatore,261.1,373,239,4,60.1,51.0,100.0,50.7,44.4,36.5,65.6,13,19,0,94,3,57.3,58.1,36.0,16.2,59.8,38.9,21.5,239,261.1,373,4.4,7.9,2072.0,0,0.0,0
CASE-008328,Freight Corridor,Andhra Pradesh,Guntur,547.4,1739,1008,2,67.3,27.3,51.7,11.8,12.3,2.8,46.9,23,24,6,300,9,68.5,78.1,36.0,28.9,80.8,49.1,30.6,1008,547.4,1739,2.1,2.4,3170.3,1,4.7,141
CASE-008329,Ring Road / Bypass,Andhra Pradesh,Chittoor,211.0,518,307,3,76.4,99.4,81.4,98.2,95.4,88.0,87.6,1,1,2,4,1,16.4,0.5,30.0,8.9,13.4,7.7,9.1,307,211.0,518,2.9,0.3,2798.1,0,0.0,0
CASE-008330,High-Speed Rail Feeder,Maharashtra,Thane,319.6,584,400,3,61.1,73.8,65.7,64.2,70.4,67.1,69.7,5,5,5,115,6,59.1,39.0,36.0,8.9,70.3,25.1,26.1,400,319.6,584,2.6,1.2,3217.5,0,0.0,0
CASE-008331,Ring Road / Bypass,Kerala,Kozhikode,207.5,231,281,4,39.3,27.8,50.2,52.3,25.1,43.1,70.2,22,27,5,107,7,57.6,68.2,36.0,19.5,54.8,47.4,27.7,281,207.5,231,3.5,9.6,2006.2,1,9.0,270
CASE-008332,Ring Road / Bypass,Telangana,Sangareddy,286.0,545,354,4,55.3,63.1,90.0,73.1,59.5,71.5,74.4,7,12,3,76,6,39.3,67.4,30.0,11.7,44.3,21.0,20.4,354,286.0,545,3.8,3.4,3369.5,0,0.0,0
CASE-008333,Ring Road / Bypass,Kerala,Palakkad,303.0,594,525,2,80.8,4.9,67.3,17.4,2.8,0.0,39.1,19,31,5,300,7,72.5,104.7,24.0,4.8,72.3,44.8,25.9,525,303.0,594,1.8,5.9,1538.8,1,10.7,321
CASE-008334,Ring Road / Bypass,Maharashtra,Thane,248.6,412,252,2,60.8,56.1,53.8,57.8,50.4,53.8,73.1,12,12,8,85,4,47.0,47.7,18.0,6.4,57.6,21.8,26.9,252,248.6,412,2.2,4.8,2897.3,0,0.0,0
CASE-008335,Expressway / Highway,Kerala,Ernakulam,360.5,423,512,4,65.3,48.9,52.3,34.7,54.5,54.6,51.9,12,13,5,267,2,53.4,82.8,18.0,5.1,50.8,34.1,21.1,512,360.5,423,3.9,2.5,4837.9,0,0.0,0
CASE-008336,Freight Corridor,Maharashtra,Thane,382.2,631,691,4,55.2,36.6,32.2,16.1,26.4,7.1,35.7,29,31,13,300,17,91.6,87.4,24.0,18.7,77.7,50.6,42.6,691,382.2,631,4.2,4.5,5011.9,1,9.1,273
CASE-008337,Expressway / Highway,Gujarat,Bharuch,227.9,282,189,2,78.4,78.4,54.6,32.3,49.7,51.7,62.5,25,37,7,102,2,77.2,73.9,48.0,8.2,64.7,47.9,35.8,189,227.9,282,1.8,19.6,1428.4,1,1.5,45
CASE-008338,Ring Road / Bypass,Maharashtra,Pune,227.4,259,243,3,64.8,7.1,62.4,21.2,9.5,13.3,50.7,27,37,5,153,14,80.6,94.0,42.0,11.5,88.1,42.6,38.9,243,227.4,259,3.4,15.2,1752.0,1,7.7,231
CASE-008339,Ring Road / Bypass,Maharashtra,Pune,309.8,326,292,4,72.2,28.2,75.3,58.3,31.4,33.2,76.6,14,20,4,97,5,70.3,80.8,18.0,13.6,70.5,37.8,31.3,292,309.8,326,3.6,6.8,1807.2,1,6.2,186
CASE-008340,Freight Corridor,Kerala,Ernakulam,245.0,445,371,1,66.4,90.7,82.8,54.0,80.7,78.0,82.6,5,8,2,137,2,28.4,22.1,36.0,10.6,29.3,17.8,20.9,371,245.0,445,1.0,2.2,2335.5,0,0.0,0
CASE-008341,Ring Road / Bypass,Kerala,Thiruvananthapuram,363.1,452,457,3,71.8,32.2,76.4,43.2,28.2,38.6,48.4,13,23,3,208,9,58.5,105.8,42.0,35.7,67.9,32.5,36.2,457,363.1,452,3.4,5.0,2519.1,1,5.9,177
CASE-008342,Freight Corridor,Maharashtra,Thane,236.3,438,264,3,54.1,14.1,39.9,8.5,8.1,0.0,10.0,27,37,11,193,14,98.0,94.8,24.0,8.9,96.3,58.8,41.9,264,236.3,438,3.2,14.0,1497.0,1,9.0,270
CASE-008343,Expressway / Highway,Tamil Nadu,Krishnagiri,293.6,306,344,4,65.6,63.0,59.0,59.5,49.8,47.0,34.5,9,11,3,111,4,58.2,59.0,18.0,4.1,71.2,27.1,29.8,344,293.6,306,3.6,3.2,2083.7,0,0.0,0
CASE-008344,Expressway / Highway,Maharashtra,Pune,175.4,230,237,3,70.8,38.8,54.8,34.9,28.8,24.9,60.8,18,24,5,123,12,70.0,86.6,18.0,7.0,82.3,39.6,32.8,237,175.4,230,3.4,10.1,1750.3,1,4.1,123
CASE-008345,Port Connectivity,Gujarat,Ahmedabad,258.6,387,328,3,76.9,16.3,44.8,27.9,20.7,21.1,66.7,20,30,8,189,6,69.5,74.6,18.0,10.0,70.6,60.0,33.3,328,258.6,387,2.7,9.1,2277.8,1,11.7,351
CASE-008346,Port Connectivity,Kerala,Kozhikode,339.7,691,588,5,52.5,0.0,45.4,9.4,0.0,4.8,44.5,22,32,8,300,10,75.3,107.3,18.0,3.8,83.0,54.5,34.4,588,339.7,691,5.0,5.4,1876.2,1,12.1,363
CASE-008347,Freight Corridor,Kerala,Thiruvananthapuram,229.0,333,391,1,65.7,29.2,83.7,40.6,28.6,20.5,41.7,14,25,3,186,13,67.2,83.7,42.0,18.7,64.7,43.8,29.0,391,229.0,333,1.0,6.4,2034.6,1,4.8,144
CASE-008348,Port Connectivity,Tamil Nadu,Madurai,280.8,205,180,3,44.0,43.7,85.2,53.1,40.6,36.5,67.9,26,27,1,68,3,68.0,47.0,18.0,13.7,40.7,30.8,18.4,180,280.8,205,2.9,15.0,2107.0,1,5.8,174
CASE-008349,Freight Corridor,Maharashtra,Nashik,189.4,515,329,3,74.6,79.4,95.8,61.2,71.8,64.2,94.5,9,14,2,102,1,35.3,31.7,18.0,9.8,52.8,17.1,21.9,329,189.4,515,3.4,4.3,2690.2,0,0.0,0
CASE-008350,Elevated Expressway,Telangana,Warangal,188.9,304,180,2,46.9,58.8,70.8,74.6,54.8,51.7,69.6,12,17,5,37,3,54.4,44.2,24.0,18.4,42.5,29.1,19.6,180,188.9,304,1.6,9.4,2158.9,0,0.0,0
CASE-008351,Freight Corridor,Kerala,Thiruvananthapuram,488.2,574,621,3,29.9,49.8,63.1,42.1,54.0,46.0,63.3,15,22,6,288,2,54.3,44.3,36.0,18.9,60.5,33.1,22.4,621,488.2,574,2.8,3.5,3989.7,1,3.9,117
CASE-008352,High-Speed Rail Feeder,Tamil Nadu,Salem,424.8,589,406,2,64.5,55.4,71.5,61.5,43.1,57.9,86.0,14,20,5,125,4,43.0,36.9,24.0,14.5,61.3,35.1,21.9,406,424.8,589,1.8,4.9,2484.9,0,0.0,0
CASE-008353,Ring Road / Bypass,Andhra Pradesh,Guntur,247.6,338,196,3,54.1,91.6,79.4,76.0,86.5,85.6,96.7,2,3,2,38,1,21.8,13.5,24.0,11.8,33.4,14.9,4.0,196,247.6,338,3.2,1.5,1307.9,0,0.0,0
CASE-008354,Ring Road / Bypass,Maharashtra,Thane,188.3,318,289,3,72.9,92.0,85.8,83.0,87.9,74.2,91.7,1,1,1,39,1,22.1,7.9,24.0,18.4,43.1,24.1,9.7,289,188.3,318,3.3,0.3,2050.2,0,0.0,0
CASE-008355,Ring Road / Bypass,Tamil Nadu,Chennai,238.7,848,506,4,69.5,76.3,83.8,100.0,75.0,74.8,90.0,7,8,2,0,3,30.0,49.2,24.0,12.5,33.7,15.9,21.5,506,238.7,848,4.0,1.6,1366.1,0,0.0,0
CASE-008356,Freight Corridor,Karnataka,Bengaluru Rural,290.5,332,347,5,30.7,73.5,83.1,68.1,78.0,73.8,92.9,6,6,3,89,0,15.2,25.2,42.0,13.2,58.0,28.7,20.4,347,290.5,332,5.0,1.7,3385.7,0,0.0,0
CASE-008357,Port Connectivity,Karnataka,Dakshina Kannada,169.6,475,286,2,75.1,89.1,88.3,100.0,78.7,84.3,100.0,7,10,2,0,2,20.1,20.0,24.0,18.0,38.3,11.2,11.4,286,169.6,475,2.0,3.5,1016.9,0,0.0,0
CASE-008358,Freight Corridor,Maharashtra,Nagpur,307.5,499,407,5,42.3,55.5,72.8,51.6,54.8,58.4,54.1,21,26,3,158,4,49.3,59.7,24.0,15.2,50.6,27.4,24.0,407,307.5,499,4.8,6.4,1610.7,0,0.0,0
CASE-008359,Freight Corridor,Tamil Nadu,Madurai,257.3,372,229,5,58.9,20.6,59.7,35.1,23.7,15.6,39.1,24,38,6,119,9,85.6,77.6,18.0,8.6,72.3,48.6,35.1,229,257.3,372,5.0,16.6,3628.1,1,6.6,198
CASE-008360,Ring Road / Bypass,Tamil Nadu,Salem,206.9,434,429,2,87.4,61.3,97.7,68.4,63.6,66.1,67.9,8,9,1,108,7,23.0,47.2,36.0,25.7,36.6,42.6,21.0,429,206.9,434,1.8,2.1,2886.7,0,0.0,0
CASE-008361,Freight Corridor,Kerala,Palakkad,252.9,290,334,5,52.2,21.3,34.4,36.7,23.7,30.0,70.5,16,24,9,169,3,51.4,66.7,24.0,8.6,64.9,44.9,27.0,334,252.9,290,4.9,7.2,2562.0,1,3.2,96
CASE-008362,Expressway / Highway,Tamil Nadu,Madurai,411.6,352,252,3,69.3,12.3,65.3,33.2,12.7,21.5,40.5,21,31,6,135,5,92.0,109.1,30.0,12.7,81.4,47.4,27.7,252,411.6,352,3.4,12.3,5470.9,1,12.2,366
CASE-008363,Elevated Expressway,Tamil Nadu,Chennai,361.0,512,480,4,61.2,16.6,91.9,4.9,18.6,25.8,35.0,24,36,3,300,10,82.7,149.4,24.0,12.3,83.3,55.2,48.1,480,361.0,512,4.4,7.5,5036.3,1,8.6,258
CASE-008364,High-Speed Rail Feeder,Maharashtra,Aurangabad,242.1,238,148,5,50.7,28.4,28.2,45.1,35.1,25.7,50.8,16,16,11,65,3,62.2,53.3,30.0,22.6,62.5,34.2,28.1,148,242.1,238,4.8,10.8,2144.9,1,9.2,276
CASE-008365,Ring Road / Bypass,Maharashtra,Nagpur,318.5,968,596,4,55.9,53.8,52.3,35.4,45.3,31.6,64.1,13,16,6,300,3,67.4,61.6,18.0,3.5,64.4,30.0,27.6,596,318.5,968,3.9,2.7,1608.9,0,0.0,0
CASE-008366,Port Connectivity,Kerala,Ernakulam,278.6,504,331,3,49.6,30.1,38.7,30.7,27.3,30.6,57.4,20,33,9,184,7,76.3,66.7,30.0,13.8,84.0,34.5,31.1,331,278.6,504,3.4,10.0,2972.1,1,8.6,258
CASE-008367,High-Speed Rail Feeder,Maharashtra,Aurangabad,190.9,392,302,3,57.1,57.3,75.4,48.7,53.1,42.2,64.8,16,19,4,124,6,48.8,45.9,42.0,9.9,53.7,38.5,19.6,302,190.9,392,3.4,6.3,1640.6,0,0.0,0
CASE-008368,Ring Road / Bypass,Kerala,Ernakulam,223.1,703,408,3,75.4,97.2,71.3,82.0,90.4,76.6,75.8,4,6,3,59,2,35.8,39.7,18.0,3.5,37.3,22.5,18.4,408,223.1,703,3.5,1.5,2537.7,0,0.0,0
CASE-008369,Elevated Expressway,Telangana,Sangareddy,248.0,222,160,3,67.6,65.3,95.0,68.5,73.5,68.1,75.2,8,14,0,40,3,31.9,43.7,30.0,8.2,54.9,31.4,22.1,160,248.0,222,2.9,8.8,1569.0,0,0.0,0
CASE-008370,Freight Corridor,Tamil Nadu,Salem,223.0,313,319,2,69.4,100.0,91.4,89.2,95.0,81.3,73.6,3,5,1,28,3,41.7,33.5,18.0,13.6,44.9,19.1,16.3,319,223.0,313,1.9,1.6,3140.8,0,0.0,0
CASE-008371,Port Connectivity,Tamil Nadu,Coimbatore,276.6,619,448,3,83.2,47.6,64.5,23.7,38.7,25.3,36.6,15,18,4,273,4,76.6,95.0,48.0,7.3,93.9,48.8,37.9,448,276.6,619,3.1,4.0,3359.4,1,6.0,180
CASE-008372,Expressway / Highway,Maharashtra,Pune,259.5,483,351,4,74.5,75.9,84.9,77.0,73.2,71.1,72.4,7,9,2,65,2,21.4,33.2,18.0,9.8,36.1,35.2,19.9,351,259.5,483,3.7,2.6,1969.5,0,0.0,0
CASE-008373,Port Connectivity,Karnataka,Mysuru,238.8,374,260,4,58.7,72.6,70.6,94.0,69.7,70.7,87.9,9,14,4,12,1,34.1,75.1,36.0,7.5,40.7,22.9,22.7,260,238.8,374,4.2,5.4,2879.7,0,0.0,0
CASE-008374,Elevated Expressway,Kerala,Thrissur,316.0,381,424,5,38.5,6.0,27.6,5.7,0.2,1.4,25.2,23,36,8,300,13,84.0,119.3,36.0,27.7,113.4,44.9,38.5,424,316.0,381,5.0,8.5,4034.0,1,8.4,252
CASE-008375,Freight Corridor,Maharashtra,Pune,166.6,305,205,2,57.2,41.8,51.5,46.7,40.7,53.3,71.3,16,28,8,87,6,62.9,52.5,24.0,5.5,77.9,32.1,33.3,205,166.6,305,2.3,13.7,1575.2,1,4.1,123
CASE-008376,Ring Road / Bypass,Karnataka,Belagavi,328.0,623,518,3,41.5,40.7,53.2,68.6,51.9,55.3,62.9,7,10,7,130,4,48.8,46.9,24.0,10.5,53.2,12.0,28.0,518,328.0,623,2.5,1.9,2837.9,0,0.0,0
CASE-008377,Elevated Expressway,Tamil Nadu,Coimbatore,243.6,464,329,3,58.1,69.2,83.7,58.5,68.3,57.6,63.3,14,22,2,109,7,19.5,41.3,24.0,19.4,59.0,26.4,14.3,329,243.6,464,3.5,6.7,1712.8,0,0.0,0
CASE-008378,Elevated Expressway,Tamil Nadu,Coimbatore,137.0,191,111,2,83.4,90.3,99.3,100.0,90.7,95.5,77.9,5,7,0,0,1,5.0,10.0,24.0,17.2,21.7,17.6,8.8,111,137.0,191,2.1,6.3,1732.2,0,0.0,0
CASE-008379,Expressway / Highway,Maharashtra,Aurangabad,345.3,289,254,3,46.1,48.1,62.1,67.8,53.3,55.1,75.4,8,14,4,65,4,29.8,48.0,24.0,8.8,41.1,30.1,17.2,254,345.3,289,2.5,5.5,2941.0,0,0.0,0
CASE-008380,Elevated Expressway,Karnataka,Dakshina Kannada,153.6,178,132,2,70.5,84.3,70.2,88.6,83.2,77.0,83.2,7,8,3,12,2,24.0,47.7,30.0,7.9,28.9,19.6,5.6,132,153.6,178,2.2,6.1,1881.8,0,0.0,0
CASE-008381,Expressway / Highway,Maharashtra,Aurangabad,233.6,259,165,5,45.5,14.4,57.6,19.5,16.3,12.8,38.8,19,22,8,106,4,82.3,95.3,30.0,5.9,88.9,54.2,35.9,165,233.6,259,4.8,13.3,3029.4,1,9.8,294
CASE-008382,Port Connectivity,Tamil Nadu,Madurai,476.4,441,479,5,52.0,17.1,69.9,6.1,10.3,14.8,45.0,23,37,6,300,2,93.7,105.8,36.0,29.7,84.9,54.4,37.7,479,476.4,441,4.7,7.7,4710.8,1,8.9,267
CASE-008383,Freight Corridor,Telangana,Warangal,309.2,254,220,4,68.0,74.9,75.5,67.6,54.8,60.4,62.9,10,17,4,57,3,30.1,33.9,30.0,21.2,45.9,22.7,23.9,220,309.2,254,4.5,7.7,1943.3,0,0.0,0
CASE-008384,Expressway / Highway,Andhra Pradesh,Vijayawada,407.8,598,639,3,40.1,1.8,27.9,18.1,0.0,0.0,24.8,22,30,12,300,3,74.7,86.4,18.0,13.4,77.8,47.9,28.2,639,407.8,598,2.5,4.7,2071.5,1,12.6,378
CASE-008385,Expressway / Highway,Karnataka,Belagavi,210.6,453,276,2,72.0,70.7,36.4,73.6,60.5,64.7,74.5,9,16,9,58,1,36.7,37.5,36.0,18.7,54.3,33.1,16.9,276,210.6,453,2.4,5.8,2428.6,0,0.0,0
CASE-008386,Freight Corridor,Maharashtra,Thane,370.7,588,374,5,54.4,73.1,65.3,78.3,72.3,60.9,77.8,13,21,5,65,4,38.8,38.7,30.0,8.6,41.0,32.0,19.5,374,370.7,588,5.0,5.6,4784.1,0,0.0,0
CASE-008387,Port Connectivity,Gujarat,Rajkot,150.9,105,94,2,60.9,100.0,68.4,100.0,91.2,77.3,95.3,1,1,2,0,4,16.6,6.8,30.0,9.0,31.7,12.5,11.8,94,150.9,105,1.9,1.1,1935.1,0,0.0,0
CASE-008388,Expressway / Highway,Karnataka,Dakshina Kannada,239.7,166,200,3,56.0,51.5,75.0,60.3,53.5,56.6,78.3,8,13,2,64,4,22.8,36.0,36.0,13.2,33.8,25.6,16.7,200,239.7,166,3.0,6.5,1917.0,0,0.0,0
CASE-008389,Port Connectivity,Telangana,Sangareddy,183.6,370,306,2,66.8,52.0,53.4,56.5,59.4,44.2,73.9,10,17,7,106,1,55.9,44.6,30.0,7.4,72.5,27.1,16.3,306,183.6,370,2.1,5.6,1251.0,0,0.0,0
CASE-008390,High-Speed Rail Feeder,Tamil Nadu,Coimbatore,461.0,377,461,5,65.6,48.1,69.3,35.8,35.9,24.1,34.6,16,24,3,237,7,81.4,78.8,42.0,17.1,91.3,45.3,24.4,461,461.0,377,4.5,5.2,2383.3,1,1.2,36
CASE-008391,Port Connectivity,Telangana,Medchal,443.6,548,502,1,64.4,91.3,66.2,92.2,78.6,59.1,56.1,8,11,5,31,5,51.5,62.4,24.0,4.4,54.7,23.3,25.8,502,443.6,548,1.2,2.2,3052.0,0,0.0,0
CASE-008392,Freight Corridor,Tamil Nadu,Tiruchirappalli,238.5,174,172,2,69.5,72.5,97.3,87.0,73.7,82.9,96.1,5,8,2,18,4,44.5,21.8,30.0,18.2,42.9,28.5,13.1,172,238.5,174,1.6,4.7,1684.0,0,0.0,0
CASE-008393,Ring Road / Bypass,Gujarat,Vadodara,288.0,439,425,4,75.2,23.6,55.2,16.0,23.8,29.8,39.1,19,21,7,286,8,73.1,86.8,18.0,8.2,69.3,52.6,36.4,425,288.0,439,3.5,4.9,2964.0,1,4.0,120
